"category,""over_represented_pvalue"",""under_represented_pvalue"",""numDEInCat"",""numInCat"",""term"",""ontology"""
"GO:0036157,0.000416129616117132,0.999876267904771,22,39,""outer dynein arm"",""CC"""
"GO:0051233,0.000421805608980811,0.999915349164161,15,23,""spindle midzone"",""CC"""
"GO:0000124,0.00043029146709592,0.99990701655771,16,25,""SAGA complex"",""CC"""
"GO:0045171,0.000446458749457947,0.999837627173211,29,55,""intercellular bridge"",""CC"""
"GO:1990229,0.000458138457970253,1,6,6,""iron-sulfur cluster assembly complex"",""CC"""
"GO:0031083,0.000463668596719973,0.999950921401266,10,13,""BLOC-1 complex"",""CC"""
"GO:0071203,0.000544350246499342,0.999916457373625,12,17,""WASH complex"",""CC"""
"GO:0031234,0.00054705436340769,0.999828171124902,23,41,""extrinsic component of cytoplasmic side of plasma membrane"",""CC"""
"GO:0071564,0.000575781567926445,0.999937028741097,10,13,""npBAF complex"",""CC"""
"GO:0005686,0.000582359354363301,0.999865478709539,16,26,""U2 snRNP"",""CC"""
"GO:0071565,0.000589612750994605,0.999921134743445,11,15,""nBAF complex"",""CC"""
"GO:0032039,0.000715325281962266,0.999847495834879,15,23,""integrator complex"",""CC"""
"GO:0005778,0.000746181950723108,0.999686042669581,34,70,""peroxisomal membrane"",""CC"""
"GO:0035267,0.000751366429052949,0.999811252120253,17,28,""NuA4 histone acetyltransferase complex"",""CC"""
"GO:0097452,0.000759076440844974,1,6,6,""GAIT complex"",""CC"""
"GO:0030906,0.000821357235986642,1,6,6,""retromer, cargo-selective complex"",""CC"""
"GO:1904930,0.000875673536076266,0.999958837651453,7,8,""amphisome membrane"",""CC"""
"GO:0015934,0.000993575596396731,0.999864414608695,10,14,""large ribosomal subunit"",""CC"""
"GO:0032587,0.00101151549406251,0.999607474358949,28,56,""ruffle membrane"",""CC"""
"GO:0005765,0.00112674169544482,0.999350528719544,68,165,""lysosomal membrane"",""CC"""
"GO:0000220,0.00116700202340242,0.999941883174117,7,8,""vacuolar proton-transporting V-type ATPase, V0 domain"",""CC"""
"GO:0031201,0.00120620361635993,0.99964543828035,18,33,""SNARE complex"",""CC"""
"GO:0001669,0.00131458640507079,0.999467082376703,29,59,""acrosomal vesicle"",""CC"""
"GO:0030008,0.00131878191208449,0.999811976474378,10,14,""TRAPP complex"",""CC"""
"GO:0048500,0.00137943851603602,1,5,5,""signal recognition particle"",""CC"""
"GO:0000812,0.00144395181692889,0.999675574841748,14,22,""Swr1 complex"",""CC"""
"GO:1990726,0.0014521409890829,0.999932855757999,6,7,""Lsm1-7-Pat1 complex"",""CC"""
"GO:0042765,0.0015973312882012,0.999915169092938,7,8,""GPI-anchor transamidase complex"",""CC"""
"GO:0098723,0.0015984897620899,0.999915094827065,7,8,""skeletal muscle myofibril"",""CC"""
"GO:0005828,0.00173502091779265,0.999585909721727,14,23,""kinetochore microtubule"",""CC"""
"GO:0030057,0.00175156735138115,0.99983894160203,8,10,""desmosome"",""CC"""
"GO:0005795,0.00176978179827951,0.999401484350945,21,39,""Golgi stack"",""CC"""
"GO:0005705,0.00177397534823038,0.999693459538999,11,16,""polytene chromosome interband"",""CC"""
"GO:0031428,0.00177462169692554,0.999903670034562,7,8,""box C/D snoRNP complex"",""CC"""
"GO:0001650,0.00182349193409928,0.998973604944178,58,140,""fibrillar center"",""CC"""
"GO:0032299,0.00187579116811377,1,5,5,""ribonuclease H2 complex"",""CC"""
"GO:0097546,0.00188898594226803,0.999158155077322,33,69,""ciliary base"",""CC"""
"GO:0031011,0.00190841273355014,0.999509463314593,15,25,""Ino80 complex"",""CC"""
"GO:0055037,0.00205570473182628,0.998932281876146,46,104,""recycling endosome"",""CC"""
"GO:0071004,0.0021116927841447,0.999557006368021,12,19,""U2-type prespliceosome"",""CC"""
"GO:0070776,0.00216904718506173,0.99966533910843,10,14,""MOZ/MORF histone acetyltransferase complex"",""CC"""
"GO:0030904,0.00222172994974901,0.99953058472448,12,19,""retromer complex"",""CC"""
"GO:0005832,0.00224030620742825,0.999784207255457,8,10,""chaperonin-containing T-complex"",""CC"""
"GO:0005782,0.00225283638727371,0.999135443197522,24,48,""peroxisomal matrix"",""CC"""
"GO:0030132,0.0022835014814995,0.999779244856816,8,10,""clathrin coat of coated pit"",""CC"""
"GO:1990071,0.00239385353989762,1,5,5,""TRAPPII protein complex"",""CC"""
"GO:0000776,0.00250974727655415,0.99862220000242,51,121,""kinetochore"",""CC"""
"GO:0005844,0.00272548033602256,0.99893585268696,24,48,""polysome"",""CC"""
"GO:0005682,0.0027395845582002,0.999458653071992,11,17,""U5 snRNP"",""CC"""
"GO:1902554,0.00274603663373323,0.999853197855208,6,7,""serine/threonine protein kinase complex"",""CC"""
"GO:0099078,0.00275413251418895,0.999746849474716,7,9,""BORC complex"",""CC"""
"GO:0044613,0.00293803521244374,0.999726307705336,7,9,""nuclear pore central transport channel"",""CC"""
"GO:0071782,0.00295381682077001,0.999475089523835,10,15,""endoplasmic reticulum tubular network"",""CC"""
"GO:0005763,0.00301747767278093,0.999229530178612,13,23,""mitochondrial small ribosomal subunit"",""CC"""
"GO:0030127,0.00312722040860043,0.999439112217996,10,15,""COPII vesicle coat"",""CC"""
"GO:0033181,0.00318453713953926,1,5,5,""plasma membrane proton-transporting V-type ATPase complex"",""CC"""
"GO:0005643,0.00320966685882876,0.998471696446408,34,75,""nuclear pore"",""CC"""
"GO:0072546,0.00325421930390342,0.999690331878972,7,9,""ER membrane protein complex"",""CC"""
"GO:0016590,0.00332598728539301,1,5,5,""ACF complex"",""CC"""
"GO:0030891,0.00334172350803938,0.999812945533775,6,7,""VCB complex"",""CC"""
"GO:0120157,0.00336707534815555,1,5,5,""PAR polarity complex"",""CC"""
"GO:0030119,0.00341490368236353,1,5,5,""AP-type membrane coat adaptor complex"",""CC"""
"GO:0000137,0.00343003005918768,0.999298606844193,11,17,""Golgi cis cisterna"",""CC"""
"GO:0072686,0.00344568150107977,0.997986594940072,59,141,""mitotic spindle"",""CC"""
"GO:0072357,0.00347188860624256,0.99945331374961,9,13,""PTW/PP1 phosphatase complex"",""CC"""
"GO:0005885,0.00362376342652896,0.999647295057231,7,9,""Arp2/3 protein complex"",""CC"""
"GO:0030173,0.00379672870610653,0.998322414841474,28,60,""integral component of Golgi membrane"",""CC"""
"GO:0005680,0.00382815389459117,0.998800652344197,16,30,""anaphase-promoting complex"",""CC"""
"GO:0098837,0.00385500356091744,0.999776777284891,6,7,""postsynaptic recycling endosome"",""CC"""
"GO:0000445,0.00401070078121378,0.999601168534072,7,9,""THO complex part of transcription export complex"",""CC"""
"GO:0042587,0.00421684343607952,0.999576175287657,7,9,""glycogen granule"",""CC"""
"GO:0014069,0.00437268623209581,0.996990546248088,107,284,""postsynaptic density"",""CC"""
"GO:0032153,0.00453581171074294,0.9997269043085,6,7,""cell division site"",""CC"""
"GO:0031616,0.00453588516387268,0.999382939101548,8,11,""spindle pole centrosome"",""CC"""
"GO:0036464,0.00482918947968993,0.997596505156909,35,78,""cytoplasmic ribonucleoprotein granule"",""CC"""
"GO:0030669,0.00491042250076932,0.998987087194575,10,16,""clathrin-coated endocytic vesicle membrane"",""CC"""
"GO:0005873,0.00500320097035289,0.999691515778243,6,7,""plus-end kinesin complex"",""CC"""
"GO:0034045,0.00528265539386488,0.998897023054194,10,16,""phagophore assembly site membrane"",""CC"""
"GO:0030027,0.0059034472523991,0.996207732929545,74,188,""lamellipodium"",""CC"""
"GO:0005853,0.0060938543576282,1,4,4,""eukaryotic translation elongation factor 1 complex"",""CC"""
"GO:0030992,0.00610613389159543,0.997731610395149,19,37,""intraciliary transport particle B"",""CC"""
"GO:0044297,0.00616684748053666,0.997145767935756,28,61,""cell body"",""CC"""
"GO:0030880,0.0061853980942971,1,4,4,""RNA polymerase complex"",""CC"""
"GO:0005786,0.00618828646349221,0.998986884886037,8,12,""signal recognition particle, endoplasmic reticulum targeting"",""CC"""
"GO:0031417,0.00665005727939554,1,4,4,""NatC complex"",""CC"""
"GO:0030136,0.00684020611485218,0.996960528816579,25,54,""clathrin-coated vesicle"",""CC"""
"GO:0031415,0.00700856720732251,0.999587640337726,5,6,""NatA complex"",""CC"""
"GO:0034663,0.00700866633728951,0.99817333671422,12,20,""endoplasmic reticulum chaperone complex"",""CC"""
"GO:0000814,0.00708230500740512,1,4,4,""ESCRT II complex"",""CC"""
"GO:0005875,0.00718179077194257,0.997569850352773,16,30,""microtubule associated complex"",""CC"""
"GO:1902501,0.00749085175171053,0.999226389642823,6,8,""lysosomal HOPS complex"",""CC"""
"GO:0005845,0.00751569481016957,0.9987217077736,8,12,""mRNA cap binding complex"",""CC"""
"GO:0005685,0.00767516133626517,0.998048465925668,11,19,""U1 snRNP"",""CC"""
"GO:0032040,0.00786617432035938,0.996367735401544,26,58,""small-subunit processome"",""CC"""
"GO:0043657,0.00811778995985607,1,4,4,""host cell"",""CC"""
"GO:0034657,0.00824193078176701,1,4,4,""GID complex"",""CC"""
"GO:0072669,0.00831470559670595,1,4,4,""tRNA-splicing ligase complex"",""CC"""
"GO:0030118,0.00836263683603489,1,4,4,""clathrin coat"",""CC"""
"GO:0030130,0.0083771575270337,1,4,4,""clathrin coat of trans-Golgi network vesicle"",""CC"""
"GO:0101031,0.00841607932652171,0.997208141658179,15,28,""chaperone complex"",""CC"""
"GO:0035578,0.00876661245734126,0.995181577603397,40,93,""azurophil granule lumen"",""CC"""
"GO:0005740,0.00900616192144692,0.997650488616026,11,19,""mitochondrial envelope"",""CC"""
"GO:0016581,0.00915134691019258,0.9981275675522,9,14,""NuRD complex"",""CC"""
"GO:0070761,0.00918440839103642,1,4,4,""pre-snoRNP complex"",""CC"""
"GO:0005771,0.0096680701514704,0.996280039546585,18,36,""multivesicular body"",""CC"""
"GO:0033179,0.00984510685743444,0.998913080953016,6,8,""proton-transporting V-type ATPase, V0 domain"",""CC"""
"GO:0008250,0.00998876885786618,0.998201388018047,8,12,""oligosaccharyltransferase complex"",""CC"""
"GO:0061825,0.0100286914994704,1,4,4,""podosome core"",""CC"""
"GO:0042405,0.0101429136944894,0.998492204972245,7,10,""nuclear inclusion body"",""CC"""
"GO:0033391,0.0102299787168883,0.997275342006621,11,19,""chromatoid body"",""CC"""
"GO:0005869,0.0102306022451837,0.999330962978347,5,6,""dynactin complex"",""CC"""
"GO:0017177,0.0102886217858726,0.999326086935416,5,6,""glucosidase II complex"",""CC"""
"GO:0098826,0.010358766268867,1,4,4,""endoplasmic reticulum tubular network membrane"",""CC"""
"GO:0043614,0.0103649055454021,1,4,4,""multi-eIF complex"",""CC"""
"GO:0001741,0.0104248953532179,0.9972148332845,11,19,""XY body"",""CC"""
"GO:0000439,0.0107596081463849,0.998033023396165,8,12,""transcription factor TFIIH core complex"",""CC"""
"GO:0005689,0.0107783954252591,0.996560717357158,13,25,""U12-type spliceosomal complex"",""CC"""
"GO:0005635,0.010891327459668,0.992609823396567,81,214,""nuclear envelope"",""CC"""
"GO:0005962,0.0109094500065562,1,4,4,""mitochondrial isocitrate dehydrogenase complex (NAD+)"",""CC"""
"GO:0005788,0.0110471169308155,0.99243042306908,84,226,""endoplasmic reticulum lumen"",""CC"""
"GO:0031463,0.0112521051527156,0.994753343461171,25,54,""Cul3-RING ubiquitin ligase complex"",""CC"""
"GO:0030126,0.0113681681756213,0.997576976700787,9,14,""COPI vesicle coat"",""CC"""
"GO:0009328,0.0113762144816675,0.999233164354887,5,6,""phenylalanine-tRNA ligase complex"",""CC"""
"GO:0070937,0.0113771861700731,0.999233080071127,5,6,""CRD-mediated mRNA stability complex"",""CC"""
"GO:0032592,0.0119166874065085,0.998620230106456,6,8,""integral component of mitochondrial membrane"",""CC"""
"GO:1905360,0.0121257745351364,0.998123791900384,7,10,""GTPase complex"",""CC"""
"GO:0002199,0.0121298056832879,0.999167141582828,5,6,""zona pellucida receptor complex"",""CC"""
"GO:0005850,0.0123989339206068,0.998549971185145,6,8,""eukaryotic translation initiation factor 2 complex"",""CC"""
"GO:0005770,0.0125302642852644,0.991699191181708,70,183,""late endosome"",""CC"""
"GO:0031213,0.012709320967487,0.998504354576125,6,8,""RSF complex"",""CC"""
"GO:0008623,0.0130729158343075,0.999082711641938,5,6,""CHRAC"",""CC"""
"GO:0005905,0.013127401800744,0.995301651310265,15,29,""clathrin-coated pit"",""CC"""
"GO:0030131,0.0131664892207722,0.997490594068006,8,12,""clathrin adaptor complex"",""CC"""
"GO:0071011,0.0131938577430886,0.99907174355026,5,6,""precatalytic spliceosome"",""CC"""
"GO:0030140,0.013577852740996,0.996088888210567,11,20,""trans-Golgi network transport vesicle"",""CC"""
"GO:0034709,0.0136288194565595,0.997566331135226,7,11,""methylosome"",""CC"""
"GO:0060473,0.0136907175879515,0.999026355052383,5,6,""cortical granule"",""CC"""
"GO:0005642,0.0138716638571259,0.999009695567831,5,6,""annulate lamellae"",""CC"""
"GO:1904115,0.0140469054439564,0.995124543203859,14,27,""axon cytoplasm"",""CC"""
"GO:0000127,0.0140836516226588,0.998990090971698,5,6,""transcription factor TFIIIC complex"",""CC"""
"GO:0032391,0.0147038569493762,0.993141664733956,23,51,""photoreceptor connecting cilium"",""CC"""
"GO:0033263,0.0149407579235933,0.996434884191632,9,15,""CORVET complex"",""CC"""
"GO:0000307,0.0151010478762104,0.996789298937002,8,13,""cyclin-dependent protein kinase holoenzyme complex"",""CC"""
"GO:0005658,0.0156253458188367,0.996239249474159,9,15,""alpha DNA polymerase:primase complex"",""CC"""
"GO:0000151,0.0156727960841754,0.990915112965605,40,98,""ubiquitin ligase complex"",""CC"""
"GO:0005675,0.0158198725211572,0.998031065604041,6,8,""transcription factor TFIIH holo complex"",""CC"""
"GO:0000164,0.0160802852767429,0.996108240488401,9,15,""protein phosphatase type 1 complex"",""CC"""
"GO:0005881,0.0180524324784437,0.991535548568335,22,49,""cytoplasmic microtubule"",""CC"""
"GO:0031372,0.0182480840502301,1,3,3,""UBC13-MMS2 complex"",""CC"""
"GO:0015629,0.0187158845502457,0.986344172698474,102,283,""actin cytoskeleton"",""CC"""
"GO:0044322,0.0194124338635737,0.995125724221398,9,15,""endoplasmic reticulum quality control compartment"",""CC"""
"GO:0043073,0.0198233663313837,1,3,3,""germ cell nucleus"",""CC"""
"GO:0030286,0.0201020581955219,0.988453009239969,36,89,""dynein complex"",""CC"""
"GO:0005815,0.0203666199650167,0.986164737401004,69,181,""microtubule organizing center"",""CC"""
"GO:0030175,0.0203894783958428,0.989906295876483,24,55,""filopodium"",""CC"""
"GO:0030667,0.0204289944875638,0.990239045569993,22,50,""secretory granule membrane"",""CC"""
"GO:0005684,0.0208270760803618,0.995903505021913,7,11,""U2-type spliceosomal complex"",""CC"""
"GO:0030897,0.0218045962602456,0.994990576052256,8,13,""HOPS complex"",""CC"""
"GO:0016235,0.0220101148343585,0.992400968072522,12,24,""aggresome"",""CC"""
"GO:0070436,0.0223640264718818,1,3,3,""Grb2-EGFR complex"",""CC"""
"GO:0000408,0.0224579541822294,0.998413064344907,4,5,""EKC/KEOPS complex"",""CC"""
"GO:0000228,0.0226321358131381,0.989841175532695,19,41,""nuclear chromosome"",""CC"""
"GO:0055038,0.0227894891658345,0.989109286602828,21,49,""recycling endosome membrane"",""CC"""
"GO:0062040,0.0230909510394682,1,3,3,""fungal biofilm matrix"",""CC"""
"GO:0005753,0.023136203022027,0.998348238666883,4,5,""mitochondrial proton-transporting ATP synthase complex"",""CC"""
"GO:0097145,0.0232040186864641,1,3,3,""BAK complex"",""CC"""
"GO:0070381,0.0235135945649946,1,3,3,""endosome to plasma membrane transport vesicle"",""CC"""
"GO:0033503,0.0235724274655179,1,3,3,""HULC complex"",""CC"""
"GO:0005655,0.0238653506814041,0.997030591625056,5,7,""nucleolar ribonuclease P complex"",""CC"""
"GO:0098527,0.0239455994987878,0.998269946708538,4,5,""neuromuscular junction of somatic muscle"",""CC"""
"GO:0071162,0.0239695150926235,0.992886776402963,10,18,""CMG complex"",""CC"""
"GO:1990221,0.0242309598412347,1,3,3,""L-cysteine desulfurase complex"",""CC"""
"GO:0070469,0.0247025976774119,0.995836817288429,6,9,""respiratory chain"",""CC"""
"GO:0032154,0.0247934136447964,0.985740610120799,34,84,""cleavage furrow"",""CC"""
"GO:0005732,0.024896496737197,0.996863179194997,5,7,""small nucleolar ribonucleoprotein complex"",""CC"""
"GO:0005742,0.0249569630736381,1,3,3,""mitochondrial outer membrane translocase complex"",""CC"""
"GO:0070552,0.0249761559831207,0.99577851756832,6,9,""BRISC complex"",""CC"""
"GO:0031258,0.0251601944966397,0.996820002931754,5,7,""lamellipodium membrane"",""CC"""
"GO:0044233,0.0253506924561384,0.992980509302354,9,16,""Mitochondria-associated ER Membrane"",""CC"""
"GO:0070876,0.0253984382122575,1,3,3,""SOSS complex"",""CC"""
"GO:0071818,0.0255563716396727,1,3,3,""BAT3 complex"",""CC"""
"GO:0030061,0.0258889939365792,0.99346711027503,8,14,""mitochondrial crista"",""CC"""
"GO:0036396,0.0265310258629562,0.994474620218147,7,11,""RNA N6-methyladenosine methyltransferase complex"",""CC"""
"GO:0034361,0.0265489944745439,1,3,3,""very-low-density lipoprotein particle"",""CC"""
"GO:0016591,0.0272555543840733,0.993426343371878,8,13,""RNA polymerase II, holoenzyme"",""CC"""
"GO:0070971,0.0272852052048323,0.988769329704758,15,32,""endoplasmic reticulum exit site"",""CC"""
"GO:0035632,0.0273180999834086,1,3,3,""mitochondrial prohibitin complex"",""CC"""
"GO:0032044,0.0274776473881979,0.997916828787364,4,5,""DSIF complex"",""CC"""
"GO:0000796,0.0279894087957859,0.991447586166873,10,18,""condensin complex"",""CC"""
"GO:0035339,0.0284018027581301,1,3,3,""SPOTS complex"",""CC"""
"GO:0022625,0.0284492561557571,0.985091706528222,24,61,""cytosolic large ribosomal subunit"",""CC"""
"GO:0005953,0.0286771001925986,1,3,3,""CAAX-protein geranylgeranyltransferase complex"",""CC"""
"GO:0031251,0.028707544407771,1,3,3,""PAN complex"",""CC"""
"GO:0005757,0.0288270784849421,0.997777165556185,4,5,""mitochondrial permeability transition pore complex"",""CC"""
"GO:0000930,0.0288676770916732,0.994929859552319,6,9,""gamma-tubulin complex"",""CC"""
"GO:0098691,0.028886593755998,0.992535530806422,8,14,""dopaminergic synapse"",""CC"""
"GO:1990246,0.0288877051851395,1,3,3,""uniplex complex"",""CC"""
"GO:0005677,0.0291506896815365,0.994866776284098,6,9,""chromatin silencing complex"",""CC"""
"GO:0005749,0.0294953447018714,0.997707059557619,4,5,""mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"",""CC"""
"GO:0098891,0.029765301608908,1,3,3,""extrinsic component of presynaptic active zone membrane"",""CC"""
"GO:0043625,0.0304425611971605,0.995925286781968,5,7,""delta DNA polymerase complex"",""CC"""
"GO:0061830,0.0307920316943469,1,3,3,""concave side of sperm head"",""CC"""
"GO:0017109,0.030820422425323,1,3,3,""glutamate-cysteine ligase complex"",""CC"""
"GO:0030121,0.0310906741868936,0.997537223883695,4,5,""AP-1 adaptor complex"",""CC"""
"GO:0070821,0.0313571172303768,0.987241425706539,14,30,""tertiary granule membrane"",""CC"""
"GO:1990075,0.0315010428885884,0.99316135109925,7,11,""periciliary membrane compartment"",""CC"""
"GO:0002081,0.031706165889842,1,3,3,""outer acrosomal membrane"",""CC"""
"GO:0032991,0.0317330946063804,0.973427008821323,260,765,""protein-containing complex"",""CC"""
"GO:0019898,0.0320015214245412,0.982276619582468,28,68,""extrinsic component of membrane"",""CC"""
"GO:0098894,0.0321887577266936,1,3,3,""extrinsic component of presynaptic endocytic zone membrane"",""CC"""
"GO:0005785,0.0324622601775165,1,3,3,""signal recognition particle receptor complex"",""CC"""
"GO:0106002,0.0325724748511216,1,3,3,""mCRD-mediated mRNA stability complex"",""CC"""
"GO:0097550,0.0326336785034116,0.989431838554685,10,19,""transcriptional preinitiation complex"",""CC"""
"GO:0120135,0.0329220922837094,0.997338043643793,4,5,""distal portion of axoneme"",""CC"""
"GO:0090694,0.0330836674452299,0.99545770026951,5,7,""Scc2-Scc4 cohesin loading complex"",""CC"""
"GO:0089701,0.0331394920643322,0.99731410620436,4,5,""U2AF"",""CC"""
"GO:0005798,0.0334182827727978,0.985828731441277,15,32,""Golgi-associated vesicle"",""CC"""
"GO:0030134,0.0335564772737673,0.986845094097716,13,27,""COPII-coated ER to Golgi transport vesicle"",""CC"""
"GO:0005700,0.0335719891904596,0.983565640386405,20,46,""polytene chromosome"",""CC"""
"GO:0120103,0.0336495653910752,0.995355840527732,5,7,""centriolar subdistal appendage"",""CC"""
"GO:0035060,0.0338146356378774,1,3,3,""brahma complex"",""CC"""
"GO:0044545,0.0338229030502632,0.990068401029788,9,16,""NSL complex"",""CC"""
"GO:0032777,0.0340951076430922,0.997208156698362,4,5,""Piccolo NuA4 histone acetyltransferase complex"",""CC"""
"GO:0042585,0.034274799264252,0.997188102407918,4,5,""germinal vesicle"",""CC"""
"GO:0000938,0.0345703086296335,0.995188875417117,5,7,""GARP complex"",""CC"""
"GO:1990745,0.0345703086296335,0.995188875417117,5,7,""EARP complex"",""CC"""
"GO:0031901,0.0352612937958303,0.977726369573847,42,109,""early endosome membrane"",""CC"""
"GO:0071540,0.0355367826450803,1,3,3,""eukaryotic translation initiation factor 3 complex, eIF3e"",""CC"""
"GO:0099073,0.036316043235468,1,3,3,""mitochondrion-derived vesicle"",""CC"""
"GO:0071439,0.0364890050370095,0.99483611231997,5,7,""clathrin complex"",""CC"""
"GO:0090734,0.0372004105247643,0.985754414912483,12,25,""site of DNA damage"",""CC"""
"GO:0000109,0.0380021115589323,0.994553406931023,5,7,""nucleotide-excision repair complex"",""CC"""
"GO:0030285,0.039033575356314,0.980871493610012,19,44,""integral component of synaptic vesicle membrane"",""CC"""
"GO:0034399,0.0391483979231355,0.990345654267021,7,12,""nuclear periphery"",""CC"""
"GO:0008021,0.0394789411186542,0.972408816294858,63,173,""synaptic vesicle"",""CC"""
"GO:0016363,0.0395169770853285,0.97623803891042,34,85,""nuclear matrix"",""CC"""
"GO:0005777,0.0395243978260372,0.973454983154196,52,140,""peroxisome"",""CC"""
"GO:0098574,0.0400999448739727,0.993039010031924,5,8,""cytoplasmic side of lysosomal membrane"",""CC"""
"GO:0000922,0.0408045422291041,0.972365413866859,54,143,""spindle pole"",""CC"""
"GO:0048188,0.041701581220519,0.986766937354849,9,17,""Set1C/COMPASS complex"",""CC"""
"GO:0045120,0.0417536077269868,0.9839351598029,12,24,""pronucleus"",""CC"""
"GO:0060091,0.0422036230628187,0.990855627721255,6,10,""kinocilium"",""CC"""
"GO:0071546,0.0427459788452573,0.989226899801087,7,12,""pi-body"",""CC"""
"GO:0042470,0.0428425599136881,0.975716240925112,27,67,""melanosome"",""CC"""
"GO:0030015,0.0434479140672732,0.989005518651457,7,12,""CCR4-NOT core complex"",""CC"""
"GO:0071986,0.0435718798300054,0.994337573536958,4,6,""Ragulator complex"",""CC"""
"GO:0005703,0.0439898680256231,0.983693084029896,11,22,""polytene chromosome puff"",""CC"""
"GO:0031466,0.0439904048626802,0.992143803032755,5,8,""Cul5-RING ubiquitin ligase complex"",""CC"""
"GO:0042645,0.0441364238757526,0.977520852006524,20,47,""mitochondrial nucleoid"",""CC"""
"GO:0099617,0.0441869025389055,0.992097856107743,5,8,""matrix side of mitochondrial inner membrane"",""CC"""
"GO:0035577,0.0442680818531267,0.986883423018359,8,15,""azurophil granule membrane"",""CC"""
"GO:0097224,0.0449052538850036,0.988542743515613,7,12,""sperm connecting piece"",""CC"""
"GO:0016593,0.0449059949095049,0.988542507133254,7,12,""Cdc73/Paf1 complex"",""CC"""
"GO:0090543,0.0451034482756037,0.982912875696653,11,23,""Flemming body"",""CC"""
"GO:0008541,0.0469530719930332,0.989523815503801,6,10,""proteasome regulatory particle, lid subcomplex"",""CC"""
"GO:0010494,0.0470716350206293,0.974973835510175,22,52,""cytoplasmic stress granule"",""CC"""
"GO:0005750,0.0479335166707222,0.991208711903386,5,8,""mitochondrial respiratory chain complex III"",""CC"""
"GO:0008290,0.0494095424405126,0.9908517290482,5,8,""F-actin capping protein complex"",""CC"""
"GO:0005515,7.65658140191918e-32,1,3543,10113,""protein binding"",""MF"""
"GO:0042803,1.00818455749074e-11,1,302,734,""protein homodimerization activity"",""MF"""
"GO:0031267,1.14373673418284e-11,1,150,310,""small GTPase binding"",""MF"""
"GO:0042802,1.19067843989996e-10,1,567,1514,""identical protein binding"",""MF"""
"GO:0003723,8.25755125191705e-10,1,292,724,""RNA binding"",""MF"""
"GO:0044877,2.80242778690382e-09,1,231,560,""protein-containing complex binding"",""MF"""
"GO:0003729,4.21115228599901e-09,0.999999998278598,96,192,""mRNA binding"",""MF"""
"GO:0004812,6.5413991113415e-09,0.999999999217355,29,37,""aminoacyl-tRNA ligase activity"",""MF"""
"GO:0047485,8.53382148885974e-09,0.999999997209475,64,115,""protein N-terminus binding"",""MF"""
"GO:0003743,1.00168921795588e-08,0.999999997696681,43,67,""translation initiation factor activity"",""MF"""
"GO:0003735,3.76210424812895e-08,0.999999984469922,81,171,""structural constituent of ribosome"",""MF"""
"GO:0003682,3.83420775507591e-08,1,198,474,""chromatin binding"",""MF"""
"GO:0046982,7.78385198583905e-08,1,133,311,""protein heterodimerization activity"",""MF"""
"GO:0051082,1.09548763813918e-07,0.99999996251771,58,106,""unfolded protein binding"",""MF"""
"GO:0031625,1.42216115861901e-07,1,125,283,""ubiquitin protein ligase binding"",""MF"""
"GO:0046961,1.44263697001453e-07,1,13,13,""proton-transporting ATPase activity, rotational mechanism"",""MF"""
"GO:0003899,2.71802716723064e-07,0.999999953160313,27,39,""DNA-directed 5'-3' RNA polymerase activity"",""MF"""
"GO:0019901,4.1444604813259e-07,1,198,489,""protein kinase binding"",""MF"""
"GO:0003924,6.75500335524976e-07,1,166,412,""GTPase activity"",""MF"""
"GO:0019905,8.07671472121764e-07,0.999999803191839,34,54,""syntaxin binding"",""MF"""
"GO:0048487,3.29805990233733e-06,0.99999916368198,31,51,""beta-tubulin binding"",""MF"""
"GO:0003755,4.24862239150919e-06,0.999999002827331,28,45,""peptidyl-prolyl cis-trans isomerase activity"",""MF"""
"GO:0032794,4.39006155156809e-06,0.999999657896922,15,18,""GTPase activating protein binding"",""MF"""
"GO:0004843,6.51862044935434e-06,0.999997398615489,54,106,""thiol-dependent ubiquitin-specific protease activity"",""MF"""
"GO:0016616,7.0151317230273e-06,0.999997926958798,35,60,""oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"",""MF"""
"GO:0005096,7.77800341787226e-06,0.999996421456948,103,235,""GTPase activator activity"",""MF"""
"GO:0042393,8.37647007480169e-06,0.999996360491216,62,126,""histone binding"",""MF"""
"GO:0051117,1.02869137670554e-05,0.999995912822644,51,101,""ATPase binding"",""MF"""
"GO:0005085,1.03164959645957e-05,0.999994769615533,104,238,""guanyl-nucleotide exchange factor activity"",""MF"""
"GO:0015117,1.04215558015599e-05,1,9,9,""thiosulfate transmembrane transporter activity"",""MF"""
"GO:0015131,1.04215558015599e-05,1,9,9,""oxaloacetate transmembrane transporter activity"",""MF"""
"GO:0015140,1.04215558015599e-05,1,9,9,""malate transmembrane transporter activity"",""MF"""
"GO:0003676,1.13093477814923e-05,0.999991858890552,379,1031,""nucleic acid binding"",""MF"""
"GO:0002161,1.44059945199514e-05,0.999999507847888,11,12,""aminoacyl-tRNA editing activity"",""MF"""
"GO:0016251,1.62960438435038e-05,0.999997114820984,20,29,""RNA polymerase II general transcription initiation factor activity"",""MF"""
"GO:0031491,2.02728036797659e-05,0.99999634428928,20,29,""nucleosome binding"",""MF"""
"GO:0005524,2.28310712662287e-05,0.999981590693814,712,2047,""ATP binding"",""MF"""
